time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,id
2024-01-26 00:20:23.857775,1,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1027, latent_dim=32, mask_values=None vae_layers=(150, 100), lr=0.021560000000000003, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.0825, 'lr': 0.0245, 'optimizer': 'Adam', 'layers': (60, 10, 10, 10), 'input_dim': 31}, Pos Y vec loss: {'weight': 1392000.0}, Reconstruction loss: {'weight': 8.85}, KL divergence loss: {'weight': 0.0041}""}",0.7835431378569235,0.6147368421052631,0.3587223587223587,0.065433658194091,0.1286115007012622,-0.0369041464874571,0.3045296362819936,0.008183220118987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-26 00:14:58.127363,1,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.8415719987718759,0.7442622950819672,0.5577395577395577,0.0135473156330428,0.0650771388499299,-0.1210986389236545,1.1383272058823528,0.0268527228710953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-26 00:14:57.697405,1,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.8035001535155051,0.5764499121265377,0.8058968058968059,-0.0454340251419661,0.0101683029453015,-0.2031288261141644,0.950572558568882,0.0450423070255426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-26 00:14:57.308395,1,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.8437212158428001,0.7386541471048513,0.5798525798525799,-0.1677744841953261,-0.236909770920991,-0.2175035370299831,4.274933155080214,0.0482297923020529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-26 00:14:56.967011,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.8434141848326681,0.7389937106918238,0.5773955773955773,-0.1763614663640657,-0.2530388031790556,-0.2202787451705936,4.579256221719457,0.0488451740748935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-26 00:14:56.885647,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1954, latent_dim=29, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.00966, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.0088, 'lr': 0.06, 'optimizer': 'Adam', 'layers': (25, 25, 25, 10), 'input_dim': 34, 'sens_col_ids': [33]}, Pos Y vec loss: {'weight': 1560000.0}, Reconstruction loss: {'weight': 17.25}, KL divergence loss: {'weight': 0.0032}""}",0.8191587350322382,0.6841243862520459,0.5135135135135135,-0.1621012393161257,-0.2252454417952313,-0.2004820053599608,3.736569789553753,0.0444553942011391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-26 00:04:52.071786,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1412, latent_dim=25, mask_values=None vae_layers=(150, 100), lr=0.01974, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 7740.0, 'sens_col_ids': [33]}, Pos Y vec loss: {'weight': 912000.0}, Reconstruction loss: {'weight': 13.8}, KL divergence loss: {'weight': 0.00255}""}",0.8099478047282775,0.7283372365339579,0.3820638820638821,0.0418354071642951,0.0535063113604488,-0.0356147460140392,0.3318925900101419,0.0078973051500799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-25 23:54:39.720004,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1468, latent_dim=18, mask_values=None vae_layers=(150, 100), lr=0.023799999999999998, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 804000.0}, Reconstruction loss: {'weight': 19.8}, KL divergence loss: {'weight': 0.00485}""}",0.7988946883635247,0.654368932038835,0.414004914004914,-0.0147795057291119,-0.0317438055165965,-0.0719020378734287,0.6531605289174494,0.0159437423413108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-25 23:48:28.581412,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1432, latent_dim=30, mask_values=None vae_layers=(150, 100), lr=0.01694, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.10890000000000001, 'lr': 0.033, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 29}, Pos Y vec loss: {'weight': 804000.0}, Reconstruction loss: {'weight': 9.45}, KL divergence loss: {'weight': 0.0069500000000000004}""}",0.7801657967454713,0.5914179104477612,0.3894348894348894,0.0902422615967506,0.1114071996259934,0.0112173164825597,0.0651931135357368,0.0024873565346464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422128
2024-01-25 23:41:42.654583,1,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.8391157506908198,0.70625,0.5736040609137056,-0.0643981973867139,-0.0666329370098659,-0.1590188543394868,1.7589432459592214,0.0353103572579651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9049994855040422127
