time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[A_AOD] Absolute Average Odds Difference,VAR|race|[A_EOD] Absolute Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,id
2024-02-03 02:54:34.655911,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1950, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6856745479833102,0.6909492273730684,0.7844611528822055,-0.0663117541341815,-0.013575889220744,0.0663117541341815,0.013575889220744,-0.0821368426535182,0.1363243430152143,0.0183031215120676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7292266292131170855
2024-02-03 02:14:42.014767,5,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6453407510431155,0.678167708099228,0.719849934750966,-0.0796214237046548,-0.1144522608151539,0.0796214237046548,0.1144522608151539,-0.1058539278519719,0.1852766129546353,0.0239805323805857,0.0003133698673594,0.0002051978499024,0.0012203156091671,0.0016328594929313,0.0028081829109124,0.0016328594929313,0.0028081829109124,0.0013794279582599,0.0036422021750194,7.207394971162893e-05,7094472791355031457
2024-02-03 02:14:41.998133,5,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6453407510431155,0.6767515413810308,0.7237797723780881,-0.0822465434288169,-0.0970992769088249,0.0924700055125191,0.0970992769088249,-0.1046459529677152,0.1854437793991346,0.0238946458243465,0.0002220670418077,0.000175937327513,0.0009346677200572,0.0036342970430268,0.003757791768568,0.0018480890295298,0.003757791768568,0.0033125215780469,0.0091930531069917,0.0001572890752706,7094472791355031457
2024-02-03 02:14:41.981981,5,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6453407510431155,0.6667355998689479,0.7562248375497762,-0.0501646780695169,-0.0659324820074122,0.0560960864985272,0.0659324820074122,-0.0717430583542953,0.1153453828030101,0.0162101202992102,5.803145691841362e-05,0.0004612269767394,0.0004640730317852,0.0018372744939021,0.0010781465284407,0.0012069984992702,0.0010781465284407,0.0014242691069836,0.0036262626469488,7.215249228984409e-05,7094472791355031457
2024-02-03 02:14:41.965825,5,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6389429763560501,0.6767835165610994,0.7042524628065459,0.1015975292244707,0.0918681706590938,0.1015975292244707,0.0949782787548459,0.0812293757406138,0.1343992280175772,0.0183429697791516,8.480330237677512e-05,0.0003431521416498,0.0020902215087796,0.0016017472249361,0.0061792456349765,0.0016017472249361,0.0055981329799917,0.0018293944401118,0.0054958505084149,9.295561218992068e-05,7094472791355031457
2024-02-03 02:14:41.949706,5,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6378303198887343,0.6720686523833863,0.7149065028621353,0.015881786689686,0.0112135003216371,0.0493368592587144,0.065712622972365,-0.0041551914220859,0.0635705614786859,0.0087840281955505,9.795709927828214e-05,0.0004417313680653,0.0018608053970577,0.0031306724059613,0.0062576629048622,0.0009487778729038,0.0020652566764174,0.0026644522486259,0.0029468822057317,5.905818155779699e-05,7094472791355031457
2024-02-03 02:14:41.933489,5,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.6678720445062587,0.6862403352005588,0.7667593412577947,0.0140109502511987,-0.0066266759224884,0.0456263007619812,0.0406476494074186,-0.0109614264881294,0.056589046478169,0.0080017641562903,0.0002703492139639,0.0005236352259557,0.0002570575815607,0.0023059574548101,0.0020647050287586,0.0004205048605289,0.0004563864601919,0.0014730339466875,0.0008696820963063,1.6532941206860446e-05,7094472791355031457
2024-02-03 02:14:41.917310,5,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6631432545201669,0.705375804798639,0.7008391255187455,0.0297997910561874,0.0207505418425026,0.0561587807791056,0.0558081387450006,0.0066485422441628,0.0748492432813728,0.0096746176210584,0.0003693895671046,0.0006210011741108,0.0002083451439872,0.003183115161817,0.0034126547290349,0.0009173340502138,0.0007286913656111,0.0025497955652173,0.0023850624814694,3.902488878445526e-05,7094472791355031457
2024-02-03 02:14:41.901127,5,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.6767732962447844,0.6884553282412573,0.7892847421335206,-0.1497060026940861,-0.1451822203491902,0.1497060026940861,0.1451822203491902,-0.1711409167602487,0.2906262144889097,0.0386381177690387,0.0001807486444818,0.0005090956603706,3.872087972041968e-05,0.0037800729755722,0.0006025402682884,0.0037800729755722,0.0006025402682884,0.0021195695869665,0.0073795264588645,0.0001004930729315,7094472791355031457
2024-02-03 02:14:41.884569,5,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6712100139082059,0.6875859006378764,0.7735772668283778,-0.1166374297058744,-0.1041308633113689,0.1166374297058744,0.1041308633113689,-0.1361420296602537,0.2319030148632743,0.0306839394074214,0.000161404825509,0.0004519994469632,0.0001542829577908,0.004991436663886,0.0012201734731016,0.004991436663886,0.0012201734731016,0.003146030415373,0.0103332612546746,0.0001522667581445,7094472791355031457
2024-02-03 02:14:41.868055,5,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6745479833101531,0.6892017073760484,0.7787321962909652,-0.0952366698458625,-0.0998225058814207,0.0952366698458625,0.0998225058814207,-0.1178333014424764,0.1991472681824473,0.0265633190898346,0.0002189720307721,0.0004540152131097,0.0001651265457771,0.0037391338204572,0.0014023791236854,0.0037391338204572,0.0014023791236854,0.0025902105673306,0.008639330058956,0.0001257043062776,7094472791355031457
2024-02-03 02:14:41.849403,5,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6620305980528511,0.6806130987233543,0.7652839617093514,0.0398288517028642,0.0062159848463221,0.0586910492310384,0.0367095506143933,0.0130816157493032,0.054107647025688,0.007942958946613,0.0002267095583612,0.0005770570356176,0.0002141979265912,0.0027354578952109,0.0017678044952109,0.0008771560633395,0.0004588518565099,0.0016687776197632,0.00144357515685,3.1244696512420427e-05,7094472791355031457
2024-02-03 02:14:41.817811,5,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6636995827538248,0.6864251642030919,0.7531299616718858,0.0214437271802499,0.0058239292574268,0.059062710352242,0.0411430942882273,-0.001907595936782,0.0769004602238318,0.0108081654128648,0.0003786746002116,0.0007379537834471,0.000318843885531,0.0038035371681568,0.0030913716380647,0.000774966849385,0.0014325355824502,0.0028958239924369,0.0016153285434136,3.0323258381735964e-05,7094472791355031457
2024-02-03 02:14:41.779673,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6203059805285118,0.6579520697167756,0.722488038277512,-0.1419818184019077,-0.2114760746147608,0.1419818184019077,0.2114760746147608,-0.1565401207937877,0.2674696308526949,0.0350954907623592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:31.805620,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6258692628650904,0.6623093681917211,0.7272727272727273,-0.1529853923811598,-0.1935827250608272,0.1529853923811598,0.1935827250608272,-0.1627437446074202,0.2790732082618217,0.0364863113465039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:31.756506,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6342141863699583,0.6638477801268499,0.7511961722488039,-0.0886236851024681,-0.1147100567721005,0.0886236851024681,0.1147100567721005,-0.0960483175150992,0.153612629022465,0.021533539280526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:31.664680,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6397774687065368,0.673202614379085,0.7392344497607656,0.0407669529481546,-0.0058292781832928,0.0407669529481546,0.0058292781832928,0.0295685936151854,0.0456009154779646,0.0066291267619801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:31.568457,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6216968011126565,0.655982905982906,0.7344497607655502,-0.0836376814225708,-0.1296634225466342,0.0836376814225708,0.1296634225466342,-0.094167385677308,0.1521411843425897,0.0211118440269189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:18.094083,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.6981919332406119,0.7170626349892009,0.7942583732057417,-0.0602311738146251,-0.0384225466342253,0.0602311738146251,0.0384225466342253,-0.0612683347713546,0.0983191182986265,0.0137360458525885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:17.996106,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6898470097357441,0.7372262773722628,0.7248803827751196,-0.0658974743072956,-0.070103406326034,0.0658974743072956,0.070103406326034,-0.0714840379637617,0.1305958385876418,0.0160263540189685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:17.912963,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.6870653685674548,0.7075268817204301,0.7870813397129187,-0.2388238097832008,-0.1659063260340633,0.2388238097832008,0.1659063260340633,-0.2307592752372735,0.4059653916211294,0.0517350438427657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:17.855037,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6828929068150209,0.7056277056277056,0.7799043062200957,-0.2284071431165341,-0.1450729927007299,0.2284071431165341,0.1450729927007299,-0.2184641932700604,0.384335154826958,0.048978549639141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:14:17.831521,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6981919332406119,0.715203426124197,0.7990430622009569,-0.161370792025275,-0.1158759124087591,0.161370792025275,0.1158759124087591,-0.1583088869715271,0.2657127961536232,0.0354920390513017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:11:51.573885,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6842837273991655,0.70276008492569,0.7918660287081339,-0.0471554938204355,-0.0420721816707218,0.0471554938204355,0.0420721816707218,-0.0506298533218291,0.0793702321051776,0.0113509529732416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:08:57.748245,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6954102920723226,0.7225950782997763,0.7727272727272727,-0.0716047802350776,-0.0712692619626925,0.0716047802350776,0.0712692619626925,-0.076341673856773,0.1281353183108382,0.0171154110271374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031456
2024-02-03 02:07:04.894757,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6397774687065368,0.6973995271867612,0.6924882629107981,-0.0306447530602,-0.089251642993428,0.0306447530602,0.089251642993428,-0.0608358208955224,0.1072631578947369,0.0137979460733014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:57.566873,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6356050069541029,0.6933962264150944,0.6901408450704225,0.0255586552092554,-0.0026853225920429,0.0255586552092554,0.0026853225920429,0.0026183368869936,0.0044332129963899,0.0005938552424651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:57.540772,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.650904033379694,0.6940133037694013,0.7347417840375586,0.0148285210725257,-0.0318705391845099,0.0148285210725257,0.0318705391845099,-0.0133987206823027,0.0215205479452054,0.0030389139606276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:57.434121,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.627260083449235,0.7025641025641025,0.6431924882629108,0.1435304283444673,0.1431700939862907,0.1435304283444673,0.1431700939862907,0.1263539445628997,0.215490909090909,0.0286578678082099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:57.253094,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6328233657858137,0.7098445595854922,0.6431924882629108,0.0495124200187202,0.0227545756483641,0.0495124200187202,0.0227545756483641,0.0258422174840085,0.0473437499999999,0.0058611771487597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:45.973347,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.6634214186369958,0.6957446808510638,0.7676056338028169,0.0551971196532578,-0.0396438414246343,0.0551971196532578,0.0396438414246343,0.0148486140724946,0.0225372168284788,0.0033677588831652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:45.876278,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.6397774687065368,0.6983372921615202,0.6901408450704225,0.0801158042965115,0.0575224365769203,0.0801158042965115,0.0575224365769203,0.0575437100213219,0.0950281690140845,0.0130512746609512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:45.792647,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.6731571627260083,0.6960985626283368,0.795774647887324,-0.1147953533888544,-0.1652886721786446,0.1147953533888544,0.1652886721786446,-0.1451343283582089,0.2315238095238094,0.0329173767460214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:45.734867,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.6703755215577191,0.697286012526096,0.784037558685446,-0.0825885664650864,-0.1338421312981415,0.0825885664650864,0.1338421312981415,-0.1131343283582089,0.1804761904761904,0.0256595758674252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:06:45.711566,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6703755215577191,0.6964656964656964,0.7863849765258216,-0.0572838404617077,-0.1200621864179209,0.0572838404617077,0.1200621864179209,-0.0904733475479744,0.1419130434782609,0.020519923166351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:04:18.996558,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6620305980528511,0.6967741935483871,0.7605633802816901,0.0936244724538382,-0.0007066638400113,0.0936244724538382,0.0007066638400113,0.0532452025586354,0.0800384615384615,0.0120763461847218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 02:01:25.041120,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6578581363004172,0.6973684210526315,0.7464788732394366,0.0870622748604642,0.0169599321602713,0.0870622748604642,0.0169599321602713,0.0524520255863539,0.0803921568627451,0.0118964486682747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031455
2024-02-03 01:59:32.965691,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6662030598052852,0.6800947867298578,0.7321428571428571,-0.0646519555816453,-0.0583873957367934,0.0646519555816453,0.0583873957367934,-0.0898862663568546,0.1613257243195784,0.0199047897230158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031454
2024-02-03 01:59:22.728158,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6675938803894298,0.6742596810933941,0.7551020408163265,-0.1087892773994713,-0.0772881736737157,0.1087892773994713,0.0772881736737157,-0.129911424029071,0.228891556622649,0.0287681275763548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031454
2024-02-03 01:59:22.674827,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1820, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6383866481223922,0.6341463414634146,0.7959183673469388,-0.0931208296182712,-0.0570674305614065,0.0931208296182712,0.0570674305614065,-0.1076538723597546,0.1659663865546217,0.0238393225020842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7094472791355031454
