timestamp,nr samples,same data split,Dataset,Bias Mitigation,ML method,ML bias mit,Sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI] Disparate Impact,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI] Disparate Impact,VAR|[SF] Statistical Parity Subgroup Fairness
2023-10-23 20:10:50.394528,6,False,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{'save intermediate results to file': False},0.6778009742519138,0.6849866666666667,0.7721066666666666,0.03426666666666666,0.028798333333333332,0.053584999999999994,1.0738533333333333,0.00825508760664207,2.437486147895376e-05,4.829538888888904e-05,6.311415555555538e-05,0.0006706449222222223,0.0007205463138888888,0.0010611631583333334,0.005364156055555556,2.4664259349531274e-05
2023-10-23 20:10:49.846280,6,False,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],"{'save intermediate results to file': False, 'iter_1': 300}",0.6829041985618186,0.7079783333333333,0.7358233333333334,0.0779916666666666,0.0595933333333333,0.110365,1.197705,0.016973943273079,5.031014455369008e-05,0.0001348833805555,0.0003555778888888,0.0010004661805555,0.0010565929222222,0.0015225009583333,0.0051267484916666,3.753256550655314e-05
2023-10-23 20:10:38.249515,6,False,Compas Dataset,idk i am trying fyp,MLPClassifier,,['sex'],"{'save intermediate results to file': False, 'iter_1': 295, 'iter_2': 6}",0.6594757596845279,0.6884200000000001,0.6960966666666666,0.1177616666666666,0.1326833333333333,0.1073016666666666,0.8850883333333334,0.0170804824027221,0.0001589477722049,0.0001505748999999,0.0001673421555555,0.0076326051805555,0.0106541699888888,0.0046576765805555,0.0332884467472222,0.000116232487972
2023-10-23 20:10:32.417439,6,False,Compas Dataset,idk i am trying fyp,MLPClassifier,,['sex'],"{'save intermediate results to file': False, 'iter_1': 270, 'iter_2': 36}",0.6751333797262816,0.6690466666666667,0.7908416666666667,0.0481683333333333,0.0428716666666666,0.0699716666666666,1.1040516666666669,0.0108133181014662,9.643674500144532e-05,0.0001125832888888,0.0006845880472222,0.0006418633138888,0.0009433556138888,0.0016010544472222,0.0068811754138888,3.6264379818744826e-05
2023-10-23 20:10:24.329313,6,False,Compas Dataset,idk i am trying fyp,MLPClassifier,,['sex'],"{'save intermediate results to file': False, 'iter_1': 250, 'iter_2': 60}",0.6740895383901648,0.6745,0.7814666666666666,0.0546266666666666,0.0648916666666666,0.0586183333333333,1.0656066666666666,0.0091286277582536,0.000110198049247,0.0003881430666666,0.0008613885555555,0.0010459138888888,0.0014172221138888,0.0024533037138888,0.0134481735555555,6.0325855620550765e-05
2023-10-23 20:10:14.929740,6,False,Compas Dataset,idk i am trying fyp,MLPClassifier,,['sex'],"{'save intermediate results to file': False, 'iter_1': 200, 'iter_2': 120}",0.6731616794247274,0.683805,0.7511666666666666,0.0839216666666666,0.07153,0.1030749999999999,1.185575,0.015960449446618,3.48135438783291e-05,0.0002078251249999,0.0015210786222222,0.0025230943138888,0.0016040481333333,0.0034697201583333,0.0129459217249999,9.01925097133866e-05
2023-10-23 20:09:59.987479,6,False,Compas Dataset,idk i am trying fyp,MLPClassifier,,['sex'],"{'save intermediate results to file': False, 'iter_1': 150, 'iter_2': 180}",0.6817443748550219,0.6904766666666667,0.7581583333333333,0.0788,0.0633983333333333,0.1000566666666666,1.1646716666666668,0.0154987798848312,0.0001654046891529,1.4812822222222016e-05,0.0006811245138888,0.0010454711666666,0.0002969772472222,0.0019488094555555,0.0095023098805555,4.5671088840046455e-05
2023-10-23 20:09:43.993821,6,False,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],"{'save intermediate results to file': False, 'iter_1': 300}",0.678380886105312,0.6924466666666667,0.756185,0.1756316666666666,0.1643516666666666,0.2095216666666667,1.373565,0.0329832231541167,1.6370974845412148e-05,0.0004165537888888,0.0013461945916666,0.0013894030805555,0.0010639220138888,0.0012434885138888,0.005246169825,2.715383327601185e-05
2023-10-23 20:09:37.768239,6,False,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{'save intermediate results to file': False},0.8164184451609602,0.7243183333333333,0.3898716666666666,0.0122616666666666,0.027015,0.0721833333333333,0.5319566666666667,0.0159990757951906,7.35254594188036e-06,0.0002792547472222,3.2852913888889007e-05,5.922631388888888e-05,0.0002197225249999,3.4739888888888883e-06,8.21529555555557e-05,1.8767598981218485e-07
2023-10-23 20:09:35.849759,6,False,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],"{'save intermediate results to file': False, 'iter_1': 300}",0.7988126311479605,0.629,0.4348333333333333,0.02643,0.0438433333333333,0.0810949999999999,0.5870700000000001,0.0178177975779456,7.761952044736088e-05,0.0019820729666666,0.0057797371888888,0.0002054711333333,0.0006018116555555,0.0003678531583333,0.0012559702,1.738102632047607e-05
2023-10-23 20:09:11.874322,6,False,Adult Dataset,idk i am trying fyp,MLPClassifier,,['sex'],"{'save intermediate results to file': False, 'iter_1': 295, 'iter_2': 6}",0.8089717999897642,0.7044416666666667,0.366295,0.0989849999999999,0.1687216666666666,0.1101466666666666,0.3305633333333334,0.0244148818662619,5.952039172562652e-05,0.0004073225805555,0.0037819637583333,0.0031005205583333,0.0096090669138888,0.0010304707555555,0.0117269440888888,4.8636272381574726e-05
