time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,accuracy,precision,recall,f1score,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|race|[FR] Flip Rate,VAR|race|[SF] Statistical Parity Subgroup Fairness for One Attribute,VAR|race|[DF] Differential Fairness for One Attribute,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,VAR|[DF] Differential Fairness,VAR|[DF] Differential Fairness if 0 was the positive label,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MAOD] M Average Odds Difference,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI] Disparate Impact,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[FR] Flip Rate,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI] Disparate Impact,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|sex|[FR] Flip Rate,VAR|sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,VAR|sex|[DF] Differential Fairness for One Attribute
2023-12-04 22:44:27.174961,1,Adult Dataset,Reweighing Bias Mitigation,RandomForestClassifier,,['race'],{},0.0155306626810768,0.0027291735446242,0.085721609641443,0.6115523181837677,0.6351830747202012,0.0758366595026097,0.0102453335198583,0.4917547703867194,0.8513969910961007,0.7058823529411765,0.6282722513089005,0.664819944598338,0.0102453335198583,0.0102453335198584,0.4917547703867194,0.1043555293734474,0.0027291735446242,0.0155306626810768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.161877,1,Adult Dataset,FairBalance Bias Mitigation,RandomForestClassifier,,['race'],{},0.0891609124050818,0.1170903488500054,0.1332000378590696,0.5191427204701542,0.926252570958453,0.0881178999078906,0.0159198925268916,0.6555764423474447,0.8458704329137243,0.6555819477434679,0.7225130890052356,0.6874221668742216,0.0159198925268916,0.0159198925268916,0.6555764423474447,0.1690959664432735,0.1170903488500054,0.0891609124050818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.148177,1,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],{},0.0262811105243816,0.0194563662374821,0.0872209865442556,0.6034767143328409,0.6570647653000594,0.0,0.0104245370661466,0.5050478235587217,0.8474055879643844,0.6971935007385525,0.6178010471204188,0.6551006245662734,0.0104245370661466,0.0104245370661466,0.5050478235587217,0.1059953143731562,0.0194563662374821,0.0262811105243816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.135420,1,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],{},0.0369334399493763,0.0377022119511389,0.0927152840218951,0.5805381101912647,0.7225397996189071,0.080135093644458,0.0110812082410252,0.5437998293681524,0.8477126189745164,0.6976401179941003,0.6191099476439791,0.6560332871012483,0.0110812082410252,0.0110812082410253,0.5437998293681524,0.1124564398928089,0.0377022119511389,0.0369334399493763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.122912,1,Adult Dataset,FYP VAE,RandomForestClassifier,,['race'],{'my model config': <src.ml_models.FYP_VAE.configs.VAEMaskConfig object at 0x00000283C46FC760>},0.0289886964056042,0.0406514801364586,0.0541802722698089,0.6142749651857508,0.627935463229581,0.0976358612219834,0.0064755545529625,0.4873126250437221,0.8087196806877495,0.6628175519630485,0.3756544502617801,0.4795321637426901,0.0064755545529625,0.0064755545529626,0.4873126250437221,0.0611273529044272,0.0406514801364586,0.0289886964056042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.109391,1,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.057039151727577,0.0971057554748541,0.0806571703500386,0.6297162637776458,0.5880167902938302,0.0819772797052502,0.0096400384274243,0.4624859360019383,0.8314399754375192,0.6597325408618128,0.581151832460733,0.6179540709812109,0.0096400384274243,0.0096400384274243,0.4624859360019383,0.098141736413082,0.0971057554748541,0.057039151727577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.096616,1,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.0537037605757038,0.0845823704192803,0.0843689366333822,0.6114041588560967,0.6355793226381459,0.0,0.01008366382923,0.4919970673632307,0.8345102855388394,0.6681614349775785,0.5850785340314136,0.6238660153524076,0.01008366382923,0.01008366382923,0.4919970673632307,0.1023456752856068,0.0845823704192803,0.0537037605757038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.083403,1,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.057039151727577,0.0971057554748541,0.0806571703500386,0.6297162637776458,0.5880167902938302,0.0819772797052502,0.0096400384274243,0.4624859360019383,0.8314399754375192,0.6597325408618128,0.581151832460733,0.6179540709812109,0.0096400384274243,0.0096400384274243,0.4624859360019383,0.098141736413082,0.0971057554748541,0.057039151727577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.065318,1,Adult Dataset,FYP VAE,MLPClassifier,,['race'],{'my model config': <src.ml_models.FYP_VAE.configs.VAEMaskConfig object at 0x00000283C46FC760>},0.0401097174627466,0.0111808077473313,0.1142026722193302,0.6901948785539446,0.4488661551577153,0.0967147681915873,0.0136493524869653,0.370781288580559,0.7638931532084741,0.4978241949521323,0.7486910994764397,0.5980135912179823,0.0136493524869653,0.0136493524869653,0.370781288580559,0.1662599306940937,0.0111808077473313,0.0401097174627467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.050234,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.0469587508330563,0.0577528337184989,0.0912261606171028,0.567023044786847,0.7635967518320459,0.0187288916180534,0.0109032301792723,0.5673553327172584,0.8375805956401596,0.6821705426356589,0.5759162303664922,0.6245564229950319,0.0109032301792723,0.0109032301792723,0.5673553327172584,0.1093725301404211,0.0577528337184989,0.0469587508330562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.035702,1,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['race'],{},0.0197705082091414,0.0488610102344008,0.052053065795908,0.7429421662719682,0.3459997902904475,0.0540374577832361,0.0062213136458928,0.297137075420479,0.8378876266502917,0.6855345911949685,0.5706806282722513,0.6228571428571428,0.0062213136458928,0.0062213136458928,0.297137075420479,0.0632282292221628,0.0488610102344008,0.0197705082091415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.021119,1,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['race'],{},0.0150510658428946,0.0031693628260152,0.0959269950940955,0.7439817114757963,0.3441190617661207,0.0617132330365366,0.0114650677047212,0.2957388258009077,0.8068774946269573,0.5573491928632116,0.8586387434554974,0.6759402369912416,0.0114650677047212,0.0114650677047211,0.2957388258009077,0.1427198465591447,0.0031693628260152,0.0150510658428947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:27.007916,1,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['race'],{},0.0315741354484409,0.0269836029492681,0.0868013818560408,0.5880238982974709,0.7006111535523301,0.0,0.0103743864682374,0.5309876885463835,0.8381946576604237,0.6831530139103554,0.5785340314136126,0.6265060240963856,0.0103743864682374,0.0103743864682374,0.5309876885463835,0.1043347361104639,0.0269836029492681,0.0315741354484409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:26.993214,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['race'],{},0.0469587508330563,0.0577528337184989,0.0912261606171028,0.567023044786847,0.7635967518320459,0.0187288916180534,0.0109032301792723,0.5673553327172584,0.8375805956401596,0.6821705426356589,0.5759162303664922,0.6245564229950319,0.0109032301792723,0.0109032301792723,0.5673553327172584,0.1093725301404211,0.0577528337184989,0.0469587508330562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:26.978140,1,Adult Dataset,FYP VAE,LogisticRegression,,['race'],{'my model config': <src.ml_models.FYP_VAE.configs.VAEMaskConfig object at 0x00000283C46FC760>},0.0054756788313031,0.0087597666996808,0.0574211663748363,0.6908514938936355,0.447489089679759,0.0589499539453484,0.0068629019341822,0.369830393082382,0.81486030089039,0.6390328151986183,0.4842931937172774,0.5510052122114668,0.0068629019341822,0.0068629019341823,0.369830393082382,0.0681439766465985,0.0087597666996808,0.0054756788313031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
2023-12-04 22:44:26.965235,1,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,['sex'],{},,,,,,,,,0.8477126189745164,0.6976401179941003,0.6191099476439791,0.6560332871012483,0.0363035653398659,0.036303565339866,0.9995124692751036,0.2023487236733266,0.0402097902097902,0.0176309539517086,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176309539517086,0.0402097902097902,0.1655289266215696,0.3680588374291115,1.7169569055453011,0.0362296591955787,0.0363035653398659,0.9995124692751036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.952392,1,Adult Dataset,Reweighing Bias Mitigation,RandomForestClassifier,,['sex'],{},,,,,,,,,0.8464844949339884,0.6976047904191617,0.6099476439790575,0.6508379888268156,0.0331569923932289,0.0331569923932289,0.9031792127894392,0.1845796559282002,0.0842074592074592,0.008738520634416,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008738520634416,0.0842074592074592,0.1511818828114859,0.4052791407827236,1.4674351560968084,0.0300890389929382,0.0331569923932289,0.9031792127894392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.808140,1,Adult Dataset,FairBalance Bias Mitigation,RandomForestClassifier,,['sex'],{},,,,,,,,,0.8437212158428001,0.6545454545454545,0.7068062827225131,0.6796727501573318,0.0469732935811288,0.0469732935811288,1.0887104635355946,0.274828628085965,0.0167832167832168,0.0644774028918352,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0644774028918352,0.0167832167832168,0.2141783814777468,0.3366503368034292,1.9704411095952707,0.0564937058642922,0.0469732935811288,1.0887104635355946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.796326,1,Adult Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['sex'],{},,,,,,,,,0.8464844949339884,0.6929824561403509,0.6204188481675392,0.654696132596685,0.0350597928045015,0.0350597928045015,0.942354055435155,0.1960527952165119,0.0498251748251747,0.010202716570641,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102027165706411,0.0498251748251747,0.1598578491168437,0.3897093572778828,1.566014855237229,0.0,0.0350597928045015,0.942354055435155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.784463,1,Adult Dataset,No Bias Mitigation,RandomForestClassifier,,['sex'],{},,,,,,,,,0.8477126189745164,0.6976401179941003,0.6191099476439791,0.6560332871012483,0.0363035653398659,0.036303565339866,0.9995124692751036,0.2023487236733266,0.0402097902097902,0.0176309539517086,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176309539517086,0.0402097902097902,0.1655289266215696,0.3680588374291115,1.7169569055453011,0.0362296591955787,0.0363035653398659,0.9995124692751036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.773519,1,Adult Dataset,FYP VAE,RandomForestClassifier,,['sex'],{'my model config': <src.ml_models.FYP_VAE.configs.VAEMaskConfig object at 0x00000283C46FC760>},,,,,,,,,0.7869204789683758,0.5720164609053497,0.3638743455497382,0.4448,0.0122418363640665,0.0122418363640665,0.4057759355667498,0.0648847087260554,0.0093822843822843,0.0034988708068814,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034988708068814,0.0093822843822843,0.0558176039804998,0.6664594805621763,0.500466313655668,0.1412342646607307,0.0122418363640665,0.4057759355667498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.762217,1,Adult Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},,,,,,,,,0.8314399754375192,0.6597325408618128,0.581151832460733,0.6179540709812109,0.0348837943716134,0.0348837943716135,0.9565386904271116,0.1942886791697047,0.016025641025641,0.0433579968709065,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433579968709065,0.016025641025641,0.1590553705886246,0.3842204930908703,1.6026722103120463,0.0985569542523795,0.0348837943716134,0.9565386904271116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.750973,1,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},,,,,,,,,0.8317470064476512,0.6621621621621622,0.5772251308900523,0.6167832167832168,0.0338786142484824,0.0338786142484824,0.9328753114806112,0.1883458341840522,0.0114801864801864,0.0389367291345112,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389367291345113,0.0114801864801864,0.1544721737239215,0.3934208749662436,1.5418071679236705,0.0,0.0338786142484824,0.9328753114806112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.739963,1,Adult Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},,,,,,,,,0.8314399754375192,0.6597325408618128,0.581151832460733,0.6179540709812109,0.0348837943716134,0.0348837943716135,0.9565386904271116,0.1942886791697047,0.016025641025641,0.0433579968709065,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433579968709065,0.016025641025641,0.1590553705886246,0.3842204930908703,1.6026722103120463,0.0985569542523795,0.0348837943716134,0.9565386904271116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.729319,1,Adult Dataset,FYP VAE,MLPClassifier,,['sex'],{'my model config': <src.ml_models.FYP_VAE.configs.VAEMaskConfig object at 0x00000283C46FC760>},,,,,,,,,0.6849861836045441,0.4125500667556742,0.8089005235602095,0.5464190981432362,0.0272055681492421,0.0272055681492421,0.2849910753655078,0.2217062587533662,0.2128787878787879,0.1096238925724195,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096238925724195,0.2128787878787879,0.1240459015998852,0.7520209658016841,0.3297501605343682,0.2057107767884556,0.0272055681492421,0.2849910753655078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.718369,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},,,,,,,,,0.8375805956401596,0.6821705426356589,0.5759162303664922,0.6245564229950319,0.0419161902438421,0.0419161902438422,1.32705717209489,0.2297709120895676,0.1212703962703962,0.1068610002365381,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068610002365381,0.1212703962703962,0.1911201259207871,0.2652567187066242,2.769932783893052,0.0951796131409272,0.0419161902438421,1.32705717209489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.708323,1,Adult Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},,,,,,,,,0.8338962235185754,0.6824877250409165,0.5458115183246073,0.6065454545454545,0.0161119165267807,0.0161119165267807,0.4268084057425033,0.0890762108703608,0.214102564102564,0.1034530131435129,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034530131435129,0.214102564102564,0.07346353515217,0.6525885724739314,0.5323590424040814,0.0503530856616518,0.0161119165267807,0.4268084057425033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.696545,1,Adult Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},,,,,,,,,0.8071845256370893,0.5613718411552346,0.8141361256544503,0.6645299145299145,0.0392758366783562,0.0392758366783562,0.5970063411335649,0.260559987542539,0.0815850815850816,0.0017571465767427,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017571465767427,0.0815850815850816,0.17908122870767,0.5504570525934175,0.8166721550548053,0.0571077678845563,0.0392758366783562,0.5970063411335649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.684877,1,Adult Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},,,,,,,,,0.8403438747313479,0.6894409937888198,0.581151832460733,0.6306818181818181,0.0399742685954787,0.0399742685954787,1.2357555005429028,0.2193677452470786,0.0716783216783216,0.0795915361870343,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0795915361870343,0.0716783216783216,0.1822657832955519,0.2906151195275775,2.440977199072075,0.0,0.0399742685954787,1.2357555005429028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.670685,1,Adult Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},,,,,,,,,0.8375805956401596,0.6821705426356589,0.5759162303664922,0.6245564229950319,0.0419161902438421,0.0419161902438422,1.32705717209489,0.2297709120895676,0.1212703962703962,0.1068610002365381,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1068610002365381,0.1212703962703962,0.1911201259207871,0.2652567187066242,2.769932783893052,0.0951796131409272,0.0419161902438421,1.32705717209489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 22:44:26.645499,1,Adult Dataset,FYP VAE,LogisticRegression,,['sex'],{'my model config': <src.ml_models.FYP_VAE.configs.VAEMaskConfig object at 0x00000283C46FC760>},,,,,,,,,0.7798587657353393,0.529338327091136,0.5549738219895288,0.5418530351437699,0.0135695074560835,0.0135695074560836,0.264711061411175,0.0809315435489492,0.06993006993007,0.0415301899909646,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415301899909646,0.06993006993007,0.0618712234724324,0.7674276574087538,0.3030544186751553,0.1347866134479582,0.0135695074560835,0.264711061411175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
