time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,race|[ERD] Error Rate Difference,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|race|[ERD] Error Rate Difference,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[A_AOD] Absolute Average Odds Difference,VAR|race|[A_EOD] Absolute Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|[SF] Statistical Parity Subgroup Fairness,id
2024-02-16 08:28:18.782510,1,Compas Dataset,EqOdds ALT,MLPClassifier,,['race'],{'c': 'EqO ALT2'},0.60778859527121,0.6378132118451025,0.6947890818858561,0.0573784499700931,-0.3037901364823714,-0.1966586474204757,0.3037901364823714,0.1966586474204757,-0.2947022131077501,0.0667148972553055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4842871287805106077
2024-02-16 08:28:18.766212,1,Compas Dataset,EqOdds,MLPClassifier,,['race'],{'c': 'EqO2'},0.6369958275382476,0.6504237288135594,0.7617866004962779,-0.0453900709219858,-0.0904301091851212,-0.1135525260625501,0.0904301091851212,0.1135525260625501,-0.1016149705203793,0.0230036695224591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4842871287805106077
2024-02-16 08:28:18.751580,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Flipped ADV loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Flipped ADV loss: {'weight': 17, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, KL divergence loss: {'weight': 0.005}, Reconstruction loss: {'weight': 17}""}",0.6495132127955494,0.6971279373368147,0.6625310173697271,-0.0446723062462616,-0.0486254432020497,-0.0854584335739107,0.0486254432020497,0.0854584335739107,-0.0636588908826797,0.0144111451347394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4842871287805106077
2024-02-16 08:28:18.734527,1,Compas Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=12, mask_values=None vae_layers=(50, 45, 35, 30), lr=0.01, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 11}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 17}, KL divergence loss: {'weight': 0.005}, Flipped ADV loss: {'weight': 17, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}""}",0.6286509040333796,0.6674876847290641,0.6724565756823822,0.01556865760916,0.0470743912142892,0.0593156909917134,0.0470743912142892,0.0593156909917134,0.040570793813552,0.0091844452482875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4842871287805106077
2024-02-16 07:46:25.605599,1,Adult Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.8504758980657047,0.7020979020979021,0.6469072164948454,0.0635216469726086,-0.0032011082260341,0.0272120786516854,0.0032011082260341,0.0272120786516854,-0.0897348684546181,0.0109429170246102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563993256857527415
2024-02-16 07:46:25.590759,1,Adult Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.8507829290758366,0.7053824362606232,0.6417525773195877,0.0631637371658799,-0.0292154521345295,-0.018258426966292,0.0292154521345295,0.018258426966292,-0.1016201023173693,0.0123922881577941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563993256857527415
2024-02-16 07:46:25.577616,1,Adult Dataset,EqOdds ALT,MLPClassifier,,['race'],{'c': 'EqO ALT2'},0.8492477740251766,0.7074235807860262,0.6262886597938144,0.0523646010967655,-0.1317373819590909,-0.2057584269662921,0.1317373819590909,0.2057584269662921,-0.1426568193800043,0.0173966013920184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563993256857527415
2024-02-16 07:46:25.562149,1,Adult Dataset,EqOdds,MLPClassifier,,['race'],{'c': 'EqO2'},0.8375805956401596,0.6902927580893683,0.5773195876288659,0.0407878035469402,-0.130151258282026,-0.2205056179775281,0.130151258282026,0.2205056179775281,-0.1240207726832103,0.0151239874551861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563993256857527415
2024-02-16 07:46:25.545094,1,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'mse2', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Flipped ADV loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Flipped ADV loss: {'weight': 17, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, KL divergence loss: {'weight': 0.005}, Reconstruction loss: {'weight': 17}""}",0.8345102855388394,0.6695278969957081,0.6030927835051546,0.0745797458608465,0.0008163218461674,0.0409058988764045,0.0008163218461674,0.0409058988764045,-0.0865260485675104,0.0105516103856609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563993256857527415
2024-02-16 07:46:25.515861,1,Adult Dataset,FYP VAE,MLPClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1400, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 29}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 17}, KL divergence loss: {'weight': 0.005}, Flipped ADV loss: {'weight': 17, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (50, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}""}",0.8268345102855389,0.707843137254902,0.4652061855670103,0.0935984391112705,0.0496440935428377,0.1230688202247191,0.0496440935428377,0.1230688202247191,-0.0490939393424045,0.0059868690274715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563993256857527415
2024-02-16 07:08:04.783325,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['race'],{},0.6564673157162726,0.6530612244897959,0.8060453400503779,-0.0300582958892211,-0.1078968338258122,-0.092727657100576,0.1078968338258122,0.092727657100576,-0.128785474468405,0.0298281688560646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4130166959524848084
2024-02-16 07:08:04.767780,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['race'],{},0.6453407510431154,0.6473029045643154,0.7858942065491183,-0.0295488332470308,-0.0842011364842243,-0.0738861582368797,0.0842011364842243,0.0738861582368797,-0.1042561010239363,0.0241468892237518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4130166959524848084
2024-02-16 07:08:04.751657,1,Compas Dataset,EqOdds ALT,MLPClassifier,,['race'],{'c': 'EqO ALT2'},0.6342141863699583,0.6334661354581673,0.801007556675063,-0.0470543037065495,-0.0396326241477828,-0.0486760742032662,0.0396326241477828,0.0486760742032662,-0.0604924248751398,0.0140107280820023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4130166959524848084
2024-02-16 07:08:04.738073,1,Compas Dataset,EqOdds,MLPClassifier,,['race'],{'c': 'EqO2'},0.6230876216968011,0.6458333333333334,0.7027707808564232,-0.0525498187649289,-0.020872075188709,-0.0551767876962104,0.020872075188709,0.0551767876962104,-0.045525915779979,0.0105443157220757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4130166959524848084
