time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[DI] Disparate Impact,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|[SF] Statistical Parity Subgroup Fairness
2023-12-04 23:44:34.210106,1,Compas Dataset,FYP VAE,LogisticRegression,,['race'],{'my model config': <src.ml_models.FYP_VAE.configs.VAEMaskConfig object at 0x000002B672CCDFA0>},0.6536856745479833,0.6431623931623932,0.7859007832898173,0.05198408440629468,0.056051502145922694,0.08575259114113332,0.878763578041846,0.019301262571064345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-04 23:43:09.729378,1,Adult Dataset,FYP VAE,LogisticRegression,,['race'],{'my model config': <src.ml_models.FYP_VAE.configs.VAEMaskConfig object at 0x000002B672CCDFA0>},0.8231501381639545,0.6744186046511628,0.4889753566796368,0.0043583512319323,0.0265290265290265,0.0449685305338873,0.7475959899065676,0.0055821763266742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
