time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,race|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,race|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,race|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|race|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,id
2024-01-25 02:46:05.582191,2,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6682892906815021,0.6818146224321997,0.7495306495306495,0.049190621184427,0.0246664655889336,0.0330936237244024,0.0372459626139565,0.080174426833982,-0.0188622881637473,0.1175704945910893,0.0309454815298226,0.0189511394476566,0.0005266354715346,0.000461479798269,0.0013476341372769,0.0013737670730426,0.0001046050844671,0.0058650777531644,0.0001753198055164,0.0019230425625181,4.367198600825717e-05,0.0039314423311741,9.756555549331136e-05,2.772430578207971e-05,1960384113
2024-01-25 02:46:05.566638,1,Compas Dataset,LFR,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.4339360222531293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:46:05.539273,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,"['sex', 'race']",{},0.7037552155771906,0.7194570135746606,0.7813267813267813,0.0989418251306644,-0.1442587747077981,0.0883158687761112,-0.0905098865803472,0.1378304488978934,-0.181785677801614,0.1900186771213676,0.3297507643843231,0.0500521315921317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:45:57.875258,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,"['sex', 'race']",{},0.7037552155771906,0.7174887892376681,0.7862407862407862,0.1179974542509498,-0.1379425425799596,0.1098212451201972,-0.1027050085315667,0.1572241072082407,-0.1793594851363775,0.2106209738072659,0.3216101112790217,0.0543754751325535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:45:57.831586,1,Compas Dataset,FYP VAE,MLPClassifier,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6870653685674548,0.6978260869565217,0.7886977886977887,0.0132023809218223,-0.0115984833539267,-0.0745496883775084,0.0443892401886981,0.0276564063758635,-0.0453910852317226,0.0417788266529002,0.0727500955083773,0.0131789438661717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:38:21.728459,1,Compas Dataset,FYP VAE,MLPClassifier,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.694019471488178,0.7101123595505618,0.7764127764127764,-0.0254870619230433,0.0008443655317778,-0.0446887199506883,0.0340258958145136,0.009776161300559,-0.0407174719923724,0.0155979202772964,0.0673349006799657,0.0077452651167109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:32:07.736373,1,Compas Dataset,EqOdds ALT,MLPClassifier,,"['sex', 'race']",{'c': 'EqO ALT2'},0.5827538247566064,0.7442922374429224,0.4004914004914005,0.2645014919956112,-0.3756887206803103,0.2335114033285392,-0.4424119241192412,0.2786022896477652,-0.4134487690264583,0.5274870017331021,2.5799203187251,0.1605556318561748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:57.941741,1,Compas Dataset,EqOdds,MLPClassifier,,"['sex', 'race']",{'c': 'EqO2'},0.5730180806675939,0.7380952380952381,0.3808353808353808,0.1856040499590655,-0.4086866232647,0.2171769056913909,-0.4242697982535381,0.2152220079576244,-0.4326795382572275,0.4630534110603435,3.068091271278522,0.1539574552045512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:52.325986,1,Compas Dataset,LFR,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.4339360222531293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:52.291238,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.7037552155771906,0.7155555555555555,0.7911547911547911,-0.0243391813613262,0.0166937323268507,-0.0219847955619478,0.0382916792130884,0.0186613615837137,-0.0300337113086116,0.029119926866894,0.0488047808764939,0.008629277643768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:52.138220,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6815020862308763,0.7282051282051282,0.6977886977886978,-0.0298393860853271,0.0003322811644463,-0.0682145058557632,0.0555304627120345,-0.0002074840725461,-0.0358225218782988,0.0003826329649552,0.0676005654800155,0.009180576484493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:51.979511,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['sex', 'race']",{},0.7093184979137691,0.722972972972973,0.7886977886977887,0.0318754257045112,-0.168703080708968,0.0230121224573658,-0.1190153568202349,0.0729367539727097,-0.2081162529369701,0.1078856152512998,0.3819545348019686,0.0473459313178363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:51.807194,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.7121001390820584,0.7192982456140351,0.8058968058968059,0.1847207125167966,-0.1199001477881956,0.1540305458530236,-0.0595704105189199,0.2188712866453487,-0.1579919637688561,0.2702584582925175,0.2728422104938179,0.0561435001866678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:51.760830,1,Compas Dataset,EqOdds ALT,LogisticRegression,,"['sex', 'race']",{'c': 'EqO ALT2'},0.5869262865090403,0.7570093457943925,0.398034398034398,0.2443514452438804,-0.3684530867658613,0.2506335182521745,-0.4261015758305732,0.2697170893646105,-0.4057700820649027,0.5246551601339,2.6013753206352668,0.1568899781608284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:51.632230,1,Compas Dataset,EqOdds,LogisticRegression,,"['sex', 'race']",{'c': 'EqO2'},0.5785813630041725,0.7363636363636363,0.398034398034398,0.2743967896317517,-0.3761648444070647,0.2366961167043353,-0.4363143631436315,0.285644543168892,-0.4113120168897062,0.5337042780260877,2.5328161040050325,0.1612887625952441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:31:51.487646,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.7023643949930459,0.7130242825607064,0.7936117936117936,-0.0766825456047072,0.0334085772530778,-0.0948565166769399,0.0628324801766536,-0.0391900798203431,-0.0113818231348111,0.0654704862881028,0.0181798403655004,0.0045225848758416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:25:00.344841,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6912378303198887,0.7032967032967034,0.7862407862407862,0.0121262572610747,0.0144388028810045,-0.0434901719060338,0.0504868011643079,0.0363219176410281,-0.025470766506623,0.054869279840702,0.0408230093325328,0.0136857519232592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384112
2024-01-25 02:20:05.374540,1,Compas Dataset,LFR,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.4575799721835883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:20:05.350623,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,"['sex', 'race']",{},0.6870653685674548,0.7007299270072993,0.7384615384615385,0.1675409536069463,-0.0907496251121615,0.1245967741935484,-0.097412904842797,0.1989629629629629,-0.147999287051065,0.2703301127214169,0.2821776290078672,0.0495878799367843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:19:55.960649,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,"['sex', 'race']",{},0.6828929068150209,0.69377990430622,0.7435897435897436,0.2463135443485284,-0.0876457576385913,0.1967741935483871,-0.0782533626667408,0.2743299663299664,-0.1401212013189555,0.3395172850618396,0.2610623142444419,0.0551937186751031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:19:55.928623,1,Compas Dataset,FYP VAE,MLPClassifier,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6397774687065368,0.638477801268499,0.7743589743589744,0.0554444949265485,0.0809523468012236,0.0951612903225805,0.0367038903895958,0.0945858585858585,0.0297923536226717,0.1285133948177426,0.0446429763764806,0.013912074605241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:13:29.856526,1,Compas Dataset,FYP VAE,MLPClassifier,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6536856745479833,0.6635730858468677,0.7333333333333333,0.0955739815235499,0.0965729797968783,0.0838709677419354,0.0897825057784956,0.1265589225589225,0.0466001247660636,0.1797711968166513,0.0758606682238245,0.0186958010372155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:08:13.536504,1,Compas Dataset,EqOdds ALT,MLPClassifier,,"['sex', 'race']",{'c': 'EqO ALT2'},0.5827538247566064,0.7528089887640449,0.3435897435897436,0.2840640617900954,-0.337082537451597,0.2596774193548387,-0.4214542315297001,0.3007138047138047,-0.3800196060957134,0.6062778320842837,3.0033807578532183,0.1425484707743911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:08:04.193018,1,Compas Dataset,EqOdds,MLPClassifier,,"['sex', 'race']",{'c': 'EqO2'},0.5744089012517385,0.7530120481927711,0.3205128205128205,0.2859814352062194,-0.2992168659320788,0.3044354838709677,-0.3501907599766075,0.3112323232323232,-0.3340254879244274,0.6377711541645967,2.683155558737204,0.1329384615087018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:07:58.659430,1,Compas Dataset,LFR,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.4575799721835883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:07:58.627614,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6731571627260083,0.684964200477327,0.735897435897436,0.111839630975819,0.0399608899548736,0.0963709677419354,0.0287671614358517,0.1467609427609427,-0.0163354424739328,0.2084672482399755,0.0282839816686468,0.0240056793452504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:07:58.489329,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6495132127955494,0.6960227272727273,0.6282051282051282,0.104196955929123,0.0798980390637154,0.121774193548387,0.0934306162800412,0.1433535353535353,0.0327510917030567,0.2357788410419989,0.0655021834061135,0.0205740858594748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:07:58.353337,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,"['sex', 'race']",{},0.6703755215577191,0.687041564792176,0.7205128205128205,0.203634711494775,-0.1202312662049238,0.1629032258064515,-0.0938761870283215,0.2313804713804713,-0.1648961768113359,0.3044479886585149,0.3193641369073305,0.0577219558148486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:07:58.219983,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,"['sex', 'race']",{},0.6675938803894298,0.6819277108433734,0.7256410256410256,0.302048311373618,-0.1026193666028395,0.2193548387096774,-0.0747166448522654,0.3181144781144781,-0.1462436502985473,0.3787077120410453,0.2756130332549547,0.0625269604476932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:07:58.185845,1,Compas Dataset,EqOdds ALT,LogisticRegression,,"['sex', 'race']",{'c': 'EqO ALT2'},0.5813630041724618,0.7431693989071039,0.3487179487179487,0.3248886238578424,-0.3297367021065409,0.3004032258064516,-0.402294689353644,0.3407138047138047,-0.3698155244630603,0.6356600834212776,2.7046209998044706,0.1465526413017616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:07:58.084372,1,Compas Dataset,EqOdds,LogisticRegression,,"['sex', 'race']",{'c': 'EqO2'},0.5771905424200278,0.7336956521739131,0.3461538461538461,0.315117497097279,-0.3443113909032214,0.2879032258064515,-0.4064440669470049,0.3293468013468014,-0.3805899652437394,0.6237628813386389,2.82559216620352,0.1473534754072357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:07:57.967574,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7, 8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.650904033379694,0.6733167082294265,0.6923076923076923,0.0602358776313796,0.0461262962401277,0.0411290322580645,0.045114038263388,0.0899124579124579,-0.0018091079226449,0.1422665473298385,0.0032471167842345,0.0123723066150057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
2024-01-25 02:00:14.968098,1,Compas Dataset,FYP VAE,LogisticRegression,,"['sex', 'race']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 8}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.6453407510431154,0.6603325415676959,0.7128205128205128,0.0862549851077793,0.0348941282968628,0.1096774193548387,0.0240051240636052,0.1240269360269359,-0.0122538098208716,0.1802717093414766,0.0210679537271125,0.024216526972054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960384111
