index,data,bias mitigation,ML method,sensitive attrs,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,sex|unprivileged mean_pred,race|privileged mean_pred,sex|privileged mean_pred,race|unprivileged acc,sex|unprivileged acc,race|privileged acc,sex|privileged acc,race|[AOD] Average Odds Difference,sex|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,sex|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,sex|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,sex|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,sex|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,sex|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,sex|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,acc * sf
803,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}""}",0.942792623259315,0.8876728110599079,0.10599078341013819,0.13733642862917658,0.11940298507462638,0.2666666666666656,0.75,0.10084033613445278,0.06854838709677355,0.9844961240310077,0.9889112903225805,0.9356828193832599,0.9153153153153154,-0.5848166948156004,-0.3168455300734744,-0.5054515531783578,-0.3344887348353553,-0.389946902654863,-0.06221261318619093,5.447510497900461,1.3774873462957835,0.5848166948156004,0.3168455300734744,0.5054515531783578,0.3344887348353553,0.389946902654863,0.06221261318619093,2.6444444444444453,10.94117647058824,1.4623008849557524,0.0829501509149217,inf,inf,0.38994690265486126,0.06221261318618952,2.340815018091997,0.30997877418699576,0.07350336689175635,0.07350336689175635,0.6362304635154767,0.15921344002094487,0.43412908930150307,0.4387648556965632,6575008654939184828,-0.058419621989664
804,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.9533308242378623,0.9190869145857894,0.29493087557603687,0.3579325414854719,0.32089552238805985,0.46666666666666556,1.6499999999999988,0.3025210084033607,0.21370967741935454,0.9896640826873385,0.9969758064516129,0.947136563876652,0.9273273273273274,-0.4165970518561967,-0.7487080038119098,-0.351368031269285,-0.8426525586062208,-0.18329203539822894,-0.061894277023203166,4.8779672636901505,1.3647096576571327,0.4165970518561967,0.7487080038119098,0.351368031269285,0.8426525586062208,0.18329203539822894,0.061894277023203166,1.5425925925925927,7.720754716981138,0.3927686472819217,0.03751168304436554,inf,inf,0.18329203539820374,0.06189427702319923,0.48913397570578243,0.11909893208284315,0.053287810052373014,0.053287810052373014,0.4327616224787767,0.23191042732199418,0.7889426327560198,0.7736836861055867,6575008654939184828,-0.00824142736575639
805,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}""}",0.9544599171998496,1.020236425566019,0.26267281105990775,0.3252738762107122,0.2574626865671642,0.39999999999999997,1.0,0.2394957983193271,0.19758064516129029,0.9896640826873385,1.0,0.9484581497797356,0.9273273273273274,-0.41329979068588113,-0.4718086498983613,-0.32771034766508833,-0.5616163458907232,-0.23553982300884677,0.043607632993774785,4.757134287428266,1.3837011537844428,0.41329979068588113,0.4718086498983613,0.32771034766508833,0.5616163458907232,0.23553982300884677,0.043607632993774785,1.6701754385964918,5.061224489795921,0.5888495575221239,0.04360763299377475,inf,inf,0.2355398230088417,0.04360763299377119,0.7621270275077332,0.11212411519547093,0.07062896000454451,0.07062896000454451,0.31435433870922674,0.12264082025376648,0.4314765694076037,0.421052064752599,6575008654939184828,-0.05175640691843982
806,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.9533308242378623,0.9122329283619607,0.2995391705069123,0.3626738902858867,0.32835820895522344,0.43333333333333357,1.600000000000001,0.3151260504201679,0.2258064516129032,0.9819121447028423,0.9939516129032259,0.9484581497797356,0.9291291291291291,-0.08611428654425175,-0.6269342029237374,-0.017074675992593984,-0.6931496853051167,-0.034725663716810545,-0.037882003395584826,4.04062044733913,1.3362049097831008,0.08611428654425175,0.6269342029237374,0.017074675992593984,0.6931496853051167,0.034725663716810545,0.037882003395584826,1.3751111111111112,7.08571428571429,0.08013614703880155,0.023676252122241077,inf,inf,0.03472566371681426,0.037882003395581426,0.09430091055045461,0.07210382537838353,0.051298928845402735,0.051298928845402735,0.5532666053853096,0.2691337738820134,0.6787980444167054,0.6936169589184112,6575008654939184828,-0.003255975120869881
807,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.9559653744824992,1.0104733975701718,0.290322580645161,0.3561014808862358,0.2873134328358199,0.2999999999999992,0.7999999999999978,0.28571428571428487,0.24596774193548393,0.9870801033591731,0.995967741935484,0.9506607929515418,0.9321321321321322,0.11784402956962783,-0.17656611797581667,0.10224233696770108,-0.22357019064124783,0.2434336283185831,0.139656727504244,4.316908046962068,1.333010487623438,0.11784402956962783,0.17656611797581667,0.10224233696770108,0.22357019064124783,0.2434336283185831,0.139656727504244,1.05,3.2524590163934444,0.8114454277286137,0.1745709093803056,inf,inf,0.2434336283185612,0.1396567275042424,0.8323851417873043,0.3542393787907565,0.16726490950590026,0.16726490950590525,0.41155599222764094,0.1519813884912828,0.21085535203924344,0.20506110954028237,6575008654939184828,-0.2945613319624688
808,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.9412871659766655,0.838051349572087,0.08755760368663593,0.11402337810073225,0.10447761194029792,0.16666666666666638,0.5999999999999956,0.09663865546218411,0.06451612903225792,0.9819121447028423,0.9899193548387094,0.9343612334801762,0.9123123123123124,-0.2777457167822265,-0.2721444140066124,-0.26681752725776514,-0.30365775791297966,-0.11061946902654603,-0.03823571024334959,5.329505527465978,1.3996732645827563,0.2777457167822265,0.2721444140066124,0.26681752725776514,0.30365775791297966,0.11061946902654603,0.03823571024334959,1.7246376811594204,9.300000000000006,0.6637168141592918,0.06372618373891717,inf,inf,0.11061946902654601,0.03823571024334997,0.8723639653289803,0.22099512434325452,0.03732467065073962,0.03732467065073962,0.36036753717233166,0.06687724961793035,0.27468317123489516,0.263493879365306,6575008654939184828,0.03146744729152855
809,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.9480617237485888,1.0104733975701718,0.16589861751152052,0.21177675371223736,0.16417910447761172,0.39999999999999997,1.149999999999999,0.1344537815126045,0.08467741935483869,0.9896640826873385,0.9989919354838709,0.9409691629955947,0.9177177177177178,-0.8825114712369593,-0.7388870821011948,-0.7294795309607065,-0.8364498768585239,-0.6514690265486692,-0.11974303197509872,5.441854486245646,1.428107997724522,0.8825114712369593,0.7388870821011948,0.7294795309607065,0.8364498768585239,0.6514690265486692,0.11974303197509872,2.9749999999999996,13.58095238095239,1.6286725663716812,0.10412437563052089,inf,inf,0.6514690265486607,0.11974303197509877,2.745449582403924,0.4283186759013105,0.1357695549641517,0.1357695549641517,0.7851974039046742,0.2843604293158832,0.7603890362511053,0.7621493528682862,6575008654939184828,-0.21409139722741696
810,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.9544599171998496,0.9444293846570886,0.2995391705069123,0.36395241163824593,0.3171641791044768,0.4999999999999991,1.149999999999999,0.2941176470588234,0.24999999999999958,0.9922480620155038,0.9969758064516129,0.9480176211453744,0.9291291291291291,-0.5824552596756607,-0.4039316554413567,-0.4898169101008023,-0.4835355285961867,-0.31522123893805076,0.07730263157894715,5.0362498928786055,1.3551964059104107,0.5824552596756607,0.4039316554413567,0.4898169101008023,0.4835355285961867,0.31522123893805076,0.07730263157894715,1.7,4.600000000000003,0.630442477876106,0.06721967963386728,inf,inf,0.3152212389380318,0.07730263157894454,0.8229325639604971,0.1644415812257913,0.09080663339236464,0.09080663339236464,0.3131311593534869,0.14887903932915253,0.3872679045092836,0.3679731848858787,6575008654939184828,-0.10238057189318071
811,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.9435453519006398,0.9081051775548931,0.11520737327188915,0.14890552995391707,0.12686567164179,0.233333333333332,0.9499999999999966,0.11344537815125998,0.060483870967741424,0.9767441860465117,0.9969758064516129,0.937885462555066,0.9117117117117117,-0.2399743739739015,-0.6389311079451893,-0.1520263320304458,-0.7341968439295813,-0.2413805309734492,-0.11020178975664957,4.529608364041506,1.4471578394620543,0.2399743739739015,0.6389311079451893,0.1520263320304458,0.7341968439295813,0.2413805309734492,0.11020178975664957,2.0567901234567905,15.706666666666676,1.0344879898862203,0.11600188395436808,inf,inf,0.24138053097342696,0.11020178975664688,1.4774436197743777,0.5079385419484447,0.12243931544602792,0.12243931544602792,0.5989720047778513,0.12296022715711508,0.5709387332600114,0.5338617420193172,6575008654939184828,-0.18016314803554448
812,Adult Dataset,Reweighing Bias Mitigation,ElasticNet,"['race', 'sex']",{},0.9992472713586752,1.05782408335003,0.9078341013824882,0.9424703421982861,0.8582089552238804,0.8333333333333335,0.7999999999999978,0.8613445378151255,0.8629032258064521,1.0129198966408268,1.0020161290322582,0.9969162995594713,0.9975975975975977,0.6795257320583061,0.8556056703416406,0.6173626825756015,0.8746693423333033,0.944247787610617,0.8749734719864174,2.476133344759635,1.0253453330805022,0.6795257320583061,0.8556056703416406,0.6173626825756015,0.8746693423333033,0.944247787610617,0.8749734719864174,0.967479674796748,0.9271028037383182,1.1330973451327433,1.0937168399830222,,,0.9442477876105959,0.8749734719864186,1.1135780507112958,1.0414428365932662,0.8809986077831509,0.8809986077831559,1.0536766047461148,0.8707261272553004,0.6931918656056586,0.7232553579093105,6575008654939184828,-2.159345347330233
813,Adult Dataset,FairBalance Bias Mitigation,ElasticNet,"['race', 'sex']",{},0.9563417388031614,0.6423710827637896,2.976958525345622,1.5329557346650264,4.6343283582089585,4.733333333333337,7.950000000000007,4.6218487394958006,4.366935483870971,0.9793281653746769,0.970766129032258,0.9524229074889868,0.9477477477477478,2.010994645182134,2.4952976705305225,1.013371734211067,1.344157621089118,4.291893805309733,3.679395691850596,3.4392835718570747,1.0922998380909323,2.010994645182134,2.4952976705305225,1.013371734211067,1.344157621089118,4.291893805309733,3.679395691850596,1.0241212121212122,1.8204986149584497,0.9067381278823379,0.4628170681573075,,,4.291893805309749,3.6793956918505955,0.9181170649041874,0.6719703194420229,3.7271160275412707,3.727116027541266,0.7032581619777765,5.329410902116428,1.3707633362805776,2.3234518231539902,6575008654939184828,-9.239428687644349
814,Adult Dataset,FairMask Bias Mitigation,ElasticNet,"['race', 'sex']",{},1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6575008654939184828,-2.4699999999999998
815,Adult Dataset,No Bias Mitigation,ElasticNet,"['race', 'sex']",{},1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6575008654939184828,-2.4699999999999998
891,Adult Dataset,Reweighing Bias Mitigation,ElasticNet,"['race', 'sex']",{},0.9916918429003022,1.0018214936247722,0.8415300546448087,0.8737931877302327,0.8400000000000004,0.8571428571428578,0.8461538461538481,0.8382352941176475,0.8396226415094338,0.9933774834437086,0.9980487804878048,0.9913439635535307,0.9876771410967343,-0.4925503958070386,0.8503583652916822,0.10191082802547233,0.8557699415982847,0.8140753515521358,0.8387769088502308,1.009690188955066,1.0554325789544818,0.4925503958070386,0.8503583652916822,0.10191082802547233,0.8557699415982847,0.8140753515521358,0.8387769088502308,1.0225563909774436,1.0077787381158168,0.9497545768108252,0.9912818013684545,,,0.8140753515521217,0.8387769088502299,0.9614135831312665,0.996422456229488,0.8228216490621633,0.8228216490621633,1.2049379595083427,0.8541867023487734,1.077720207253886,1.0739267859596084,6885905797831444362,-1.9964948402207123
892,Adult Dataset,FairBalance Bias Mitigation,ElasticNet,"['race', 'sex']",{},0.9663897280966768,0.6412170231245251,3.442622950819672,1.7142785378187844,5.3688888888888915,5.571428571428583,14.846153846153937,5.348039215686281,4.787735849056603,0.9470198675496688,0.9765853658536583,0.9703872437357631,0.9599507085643869,-27.42856885391727,1.58539924689566,-1.464968152866252,0.6076735418052776,5.062593968338198,3.4852605687355065,0.7595689711320659,1.0686209433990599,27.42856885391727,1.58539924689566,1.464968152866252,0.6076735418052776,5.062593968338198,3.4852605687355065,1.0417703286630877,3.1008715422508524,0.9086707122658301,0.2347584839044641,,,5.062593968338223,3.4852605687355065,0.9292104626748444,0.47750232521861247,3.7094056538467,3.7094056538467,0.5444866315820964,5.5000428647707125,1.0466321243523313,1.764700561041062,6885905797831444362,-9.268467461940729
893,Adult Dataset,FairMask Bias Mitigation,ElasticNet,"['race', 'sex']",{},1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6885905797831444362,-2.4699999999999998
894,Adult Dataset,No Bias Mitigation,ElasticNet,"['race', 'sex']",{},1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6885905797831444362,-2.4699999999999998
1495,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.9478293983244477,0.83984375,0.20283018867924513,0.25056890990234615,0.24150943396226326,0.3749999999999991,0.8888888888888922,0.22821576763485404,0.19433198380566805,0.9974293059125964,0.9874999999999999,0.9392042914617792,0.924969987995198,-0.12630763537771467,-0.07198056080884521,-0.05906011854360625,-0.08535688005886675,-0.0030230596175453636,0.0723727015873855,1.851806033056664,1.3328615063696645,0.12630763537771467,0.07198056080884521,0.05906011854360625,0.08535688005886675,0.0030230596175453636,0.0723727015873855,1.6431818181818179,4.574074074074075,0.008061492313460598,0.0814192892858098,inf,inf,0.0030230596175479054,0.07237270158738221,0.010438076628695843,0.2003593799695992,0.05833271146598959,0.05833271146598959,0.17040015636419623,0.08901465529717635,0.0831600831600829,0.08485022001819213,1405778817909673388,-0.020795604670034027
1496,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}""}",0.9497334348819497,0.9558823529411764,0.18396226415094327,0.23077311376842471,0.19245283018867831,0.2083333333333324,0.7777777777777785,0.19087136929460496,0.14979757085020162,1.0025706940874035,0.9916666666666667,0.9405453732677692,0.9255702280912365,0.05424984999734017,-0.15539584087526115,0.05143945808636674,-0.17880794701986746,0.16336239220097415,0.039528686150253005,1.912711998503964,1.3567260175320974,0.05424984999734017,0.15539584087526115,0.05143945808636674,0.17880794701986746,0.16336239220097415,0.039528686150253005,1.0914855072463767,5.192192192192195,0.7841394825646794,0.05082259647889744,inf,inf,0.16336239220096885,0.039528686150250604,0.8218944411102503,0.1336956556236561,0.0844558038879117,0.0844558038879117,0.48125786917253865,0.12789152094939868,0.45060445060445053,0.44796670371612896,1405778817909673388,-0.08612114028891744
1497,Adult Dataset,FYP VAE,ElasticNet,"['race', 'sex']","{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 28}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23, 24]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23, 24]}, Pos Y vec loss: {'weight': 1200000}""}",0.9546839299314547,0.8700980392156862,0.3349056603773582,0.39610478889923,0.3849056603773579,0.5833333333333334,1.0,0.3651452282157669,0.34008097165991863,0.9948586118251928,0.9916666666666667,0.9476978095663836,0.9333733493397358,-0.10585614468113454,0.03170047679507022,0.003598645215917749,-0.012509197939661416,0.0214191976002979,0.22420385571806656,1.6868823453256045,1.3136283493506176,0.10585614468113454,0.03170047679507022,0.003598645215917749,0.012509197939661416,0.0214191976002979,0.22420385571806656,1.5975378787878787,2.9404761904761916,0.03671862445765709,0.22420385571806734,inf,inf,0.021419197600300848,0.22420385571806506,0.04687756900531586,0.43273666165126723,0.21448360135815397,0.21448360135815397,0.2925331678224604,0.20445464896443255,0.26561946561946537,0.24504615641408323,1405778817909673388,-0.4127498627226548
1498,Adult Dataset,Reweighing Bias Mitigation,ElasticNet,"['race', 'sex']",{},0.9984767707539985,1.067351598173516,0.882075471698113,0.9222890214484734,0.8264150943396235,0.8333333333333334,0.8333333333333353,0.8257261410788381,0.8259109311740888,1.0102827763496143,1.0010416666666668,0.9964237818506929,0.9969987995198079,0.6241292552561369,0.8094085658491877,0.6454276037256563,0.8373804267844004,0.8137420322459689,0.8246076098291399,1.2136455830947834,1.0233709553254364,0.6241292552561369,0.8094085658491877,0.6454276037256563,0.8373804267844004,0.8137420322459689,0.8246076098291399,1.0092127303182579,1.0089869281045756,0.9764904386951636,0.9895291317949677,,,0.8137420322459721,0.8246076098291417,0.9813418621035925,0.9952945321563992,0.8246380732062227,0.8246380732062227,0.9400532263171546,0.8094617230401521,0.6195426195426194,0.6264852933717511,1405778817909673388,-2.011699087599831
1499,Adult Dataset,FairBalance Bias Mitigation,ElasticNet,"['race', 'sex']",{},0.9546839299314547,0.6443199381761978,3.1462264150943398,1.592739380002173,4.883018867924533,5.208333333333336,11.055555555555593,4.850622406639007,4.433198380566802,0.9357326478149101,0.9697916666666666,0.9579794367456415,0.9459783913565426,2.0827776947533567,1.6556669162102098,1.0984335309060107,0.5997056659308316,4.28709692538433,3.2703592787685953,0.6092898140023312,1.1013155280737046,2.0827776947533567,1.6556669162102098,1.0984335309060107,0.5997056659308316,4.28709692538433,3.2703592787685953,1.073745366410037,2.49381024860477,0.8231226096737906,0.29581139204942053,,,4.287096925384396,3.2703592787686047,0.8552344251876113,0.5193903305212424,3.4733825230401885,3.4733825230401885,0.3930185683301019,4.79750086724897,1.0881496881496882,1.7188051381090161,1405778817909673388,-8.590526075333445
1500,Adult Dataset,FairMask Bias Mitigation,ElasticNet,"['race', 'sex']",{},1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1405778817909673388,-2.4699999999999998
