data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Adult Dataset,RandomForestClassifier,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [23]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [23]}, Pos Y vec loss: {'weight': 1200000}""}",0.006356936197072575,0.014774953493405026,0.030231399330960185,0.019281669422548966,0.014433966244348494,0.01793295726416528,0.016669388331589697,0.013176912706499502,0.007237405289467909,0.036877579804133816,0.06400694199955316,0.024111301208073498,0.015587235160642829,0.02301591954502271,0.03987404641956811,0.024111301208073498,0.10815394103549499,0.20841236760961476,0.013695701811122687,0.003003987555529243,0.14801391611537168,0.003003987555529243,0.003003987555529243,0.14801391611537168,0.02916216971781024,0.03987404641956811,0.02301591954502271,3.08172726727322e+18,0.008864490622053332,0.006595669904207724,0.0074147256270962495,0.01131439510196296,0.017985761297702876
Adult Dataset,RandomForestClassifier,['race'],FairBalance Bias Mitigation,{},0.007644145870211547,0.0163741682235747,0.022036695162441708,0.017202172607094085,0.008593986008954134,0.01644925406621535,0.008988442178895566,0.01260275569020435,0.008709433297231178,0.033387397780839136,0.06456369960039218,0.016714693527191057,0.015678654984590635,0.030808332130964577,0.05509397959845913,0.016714693527191057,0.06233523135594747,0.24435779103913804,0.007456339174928773,0.0020443258605903286,0.1218959311556686,0.0020443258605903286,0.0020443258605903286,0.1218959311556686,0.019866571932769164,0.05509397959845913,0.030808332130964577,3.08172726727322e+18,0.007524903162588093,0.004343834488479266,0.005637971599603428,0.009018619696292238,0.021136942676555314
Adult Dataset,RandomForestClassifier,['race'],FairMask Bias Mitigation,{},0.006874993392683511,0.017648298797054797,0.019012774314654854,0.015645531208884168,0.008421676067148281,0.015146588699490208,0.00931172153730999,0.015528273471664033,0.0080531100555965,0.03504963706741413,0.07144903601575843,0.017100454098747105,0.01880920301967014,0.027608740310916657,0.04317176984602651,0.017100454098747105,0.06979037487022437,0.2018168004877147,0.0,0.002060848043271322,0.11726022740754402,0.002060848043271322,0.002060848043271322,0.11726022740754402,0.0204466507887628,0.04317176984602651,0.027608740310916657,3.08172726727322e+18,0.006887848701115417,0.004612112682066326,0.005008890058173234,0.008984034111980767,0.01882730275377647
Adult Dataset,RandomForestClassifier,['race'],LFR,{'c': 'LFR'},0.007261707409122578,0.01870606765861657,0.020453040599628828,0.017392726658113068,0.007460354163816624,0.018470771505522718,0.008998298385436776,0.01577676317401086,0.008223802485249215,0.03675009088308898,0.06838190777551109,0.022508478661783224,0.018498878242985725,0.02203142266124244,0.038750291929785956,0.022508478661783224,0.09480385001621736,0.2135364743168528,0.00875383158933924,0.002783933379986439,0.1409114815067078,0.002783933379986439,0.002783933379986439,0.1409114815067078,0.02708936889897776,0.038750291929785956,0.02203142266124244,3.08172726727322e+18,0.006761869056042027,0.004319816950250259,0.005600645584130452,0.008304461552053492,0.020740233904862456
Adult Dataset,RandomForestClassifier,['race'],No Bias Mitigation,{},0.007483778418668901,0.01731629261485153,0.020775997197956825,0.017183024037922292,0.007861301223217399,0.01526417260959395,0.008206055496279833,0.011797101090367561,0.008816914514075685,0.03136270410469444,0.06180812046812443,0.015556700740113762,0.015865991247219813,0.031116592820139816,0.054336877318939956,0.015556700740113762,0.06469841604484987,0.2225820711799067,0.0060238393638895335,0.001911467225583436,0.11894261508663549,0.001911467225583436,0.001911467225583436,0.11894261508663549,0.018219082422971454,0.054336877318939956,0.031116592820139816,3.08172726727322e+18,0.00700303416707263,0.004126363745140842,0.005548947316986289,0.008790480382822567,0.020749033111346557
Adult Dataset,RandomForestClassifier,['race'],Reweighing Bias Mitigation,{},0.006739841750912337,0.015235606347465454,0.0199314301155018,0.01605445514184835,0.007897863042754607,0.016519232970812602,0.008194156483194664,0.012162283257931148,0.007863384519833708,0.02944323454686146,0.056208998105854134,0.016962716717588082,0.015437485484256068,0.02944323454686146,0.05086109197217365,0.016962716717588082,0.07176713218260204,0.23339970393017725,0.00649751564332456,0.002072633101173877,0.12814134318088616,0.002072633101173877,0.002072633101173877,0.12814134318088616,0.01985328141834449,0.05086109197217365,0.02944323454686146,3.08172726727322e+18,0.007016506847800156,0.0035351517842381,0.0052374688397860665,0.008658388448545728,0.01891127926984417
Compas Dataset,RandomForestClassifier,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.014088512374786349,0.025840872900338725,0.024574711302808718,0.016660806668112572,0.02042499586721482,0.023624518767354954,0.03638604884615945,0.020552759089499575,0.02767034024442797,0.04099617239874526,0.053539033058669555,0.042376476139264055,0.0389936349016119,0.027485836432244563,0.032217601010507996,0.034433723210180386,0.06534974649668508,0.060517580791750805,0.020073407035976733,0.007697002389158781,0.05550139976850327,0.007697002389158781,0.007697002389158781,0.05550139976850327,0.09247309774298489,0.032217601010507996,0.027485836432244563,2.605225452157392e+18,0.017960629753555207,0.01850111771290615,0.016262333261482808,0.013860873036631697,0.027166323053536053
Compas Dataset,RandomForestClassifier,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.017187058901069918,0.027025160281981424,0.023132777128203472,0.016833313488332453,0.026030924349516756,0.0297830369560076,0.0389693284042903,0.02215402755979391,0.025433578073888793,0.043236680773813624,0.04913281082538728,0.04329620523041056,0.03359452217770086,0.030257609233418904,0.028872953469291404,0.03294889924082737,0.06749761166777578,0.06040521332557348,0.020756719641106,0.007407632551184646,0.05427202564201421,0.007407632551184646,0.007407632551184646,0.05427202564201421,0.08620688096139338,0.028872953469291404,0.030257609233418904,2.605225452157392e+18,0.019010577567065663,0.021184816285982053,0.01492386530991804,0.021115870531140907,0.035235195729589594
Compas Dataset,RandomForestClassifier,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.01720768055481303,0.024462327196340766,0.02952069751558012,0.02180204786759006,0.0283865119313113,0.030421353971599452,0.0409328781998952,0.02082243441998735,0.025139705713857093,0.041169641091611774,0.04457674338897678,0.04105944669981396,0.0301861490064816,0.028130193023144148,0.02591782324150985,0.029861843893450712,0.0642271292534559,0.05346076954403635,0.024448369321844868,0.006731389929378566,0.04854373669628638,0.006731389929378566,0.006731389929378566,0.04854373669628638,0.08013017655559909,0.02591782324150985,0.028130193023144148,2.605225452157392e+18,0.02526941204988192,0.01647745792769799,0.015646473961778387,0.02127986376496121,0.03351475019860184
Compas Dataset,RandomForestClassifier,['race'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.01688921815629044,0.02563333155296655,0.02977290633308484,0.02096208363006338,0.028408148272260913,0.030875773203289405,0.040815510267666534,0.018431948499782913,0.030751830183633606,0.04137296168011132,0.04822485613754952,0.0415095720759651,0.03434905801220411,0.02336141988049414,0.03213111955769786,0.027775836285911484,0.06581156345327892,0.048684855547850826,0.017960802307665016,0.006267362102471272,0.04476441854225146,0.006267362102471272,0.006267362102471272,0.04476441854225146,0.07562609528625834,0.03213111955769786,0.02336141988049414,2.605225452157392e+18,0.024606102733319767,0.018117115895798782,0.016714161292615406,0.019621708308013987,0.031978194311755394
