data,ML method,sensitive attrs,bias mitigation,other,accuracy,precision,recall,f1score,mean_pred,sex|unprivileged mean_pred,sex|privileged mean_pred,sex|unprivileged acc,sex|privileged acc,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[ERD] Error Rate Difference,sex|[A_AOD] Absolute Average Odds Difference,sex|[A_EOD] Absolute Equal Opportunity Difference,sex|[A_SPD] Absolute Statistical Parity Difference,sex|[DI] Disparate Impact,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,sex|[FR] Flip Rate,sex|[SF] Statistical Parity Subgroup Fairness for One Attribute,sex|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,id,TPR,FPR,FNR,TNR,MCC
Adult Dataset,RandomForestClassifier,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1500, latent_dim=30, mask_values=None vae_layers=(75, 60, 30, 30), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [24]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 29}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 25, 'sens_col_ids': [24]}, Pos Y vec loss: {'weight': 1200000}""}",0.7837964384402825,0.5681834012936873,0.3979008397505923,0.46608007837630483,0.16725514276941966,0.1567539140010781,0.1724581084249198,0.8355501578189598,0.7582769281821551,0.05922030726837291,0.0781492339647013,-0.01570419442384169,0.07727322963680462,0.06775514697705012,0.1095078947667258,0.022703214230959813,0.9144572329028591,0.15403141052969105,0.17872275099785076,0.005020133768235754,0.14097453790501827,0.005020133768235754,0.005020133768235771,0.14097453790501827,0.027168835933851537,0.1095078947667258,0.06775514697705012,3.803451094381601e+18,0.09495701565858149,0.07229812711083819,0.14390543444887932,0.688839422781701,0.34574309433973693
Adult Dataset,RandomForestClassifier,['sex'],FairBalance Bias Mitigation,{},0.8394074301504452,0.6690970941939778,0.6485348326405271,0.6584492133233337,0.23149370586429224,0.09425479294507069,0.29912628433390887,0.9179056520648926,0.8007238612986995,-0.10421497617556244,-0.1069996403810197,-0.2048714913888381,0.11718179076619309,0.10421497617556244,0.1069996403810197,0.2048714913888381,0.31559189596753445,2.1940879671529907,0.12868437212158423,0.04529107802952264,1.1572684956232495,0.04529107802952264,0.045291078029522654,1.1572684956232495,0.25651574342392536,0.1069996403810197,0.10421497617556241,3.803451094381601e+18,0.15488179306109914,0.07661191280319311,0.08398065704636166,0.6845256370893461,0.5537733809385506
Adult Dataset,RandomForestClassifier,['sex'],FairMask Bias Mitigation,{},0.8428692047896839,0.6912233283588336,0.6183633063241243,0.6526121886815063,0.21363217684986183,0.08594910253969827,0.2765626490744929,0.9191908309459424,0.8052863688890227,-0.09873838707782923,-0.11016204658906119,-0.19061354653479462,0.11390446205691977,0.09873838707782923,0.11016204658906119,0.19061354653479462,0.3111657661274195,2.2302264324305296,0.0,0.04214062359628991,1.1699271884302844,0.04214062359628991,0.04214062359628992,1.1699271884302844,0.2339395117771707,0.11016204658906119,0.09873838707782923,3.803451094381601e+18,0.14768191587350318,0.0659502609763586,0.09118053423395761,0.6951872889161806,0.5530267034176213
Adult Dataset,RandomForestClassifier,['sex'],LFR,{'c': 'LFR'},0.8337350322382561,0.674655143772082,0.5867200334848002,0.6274163723923907,0.20769112680380716,0.0856941694376491,0.2678373397946314,0.9171626807375718,0.7926169446284922,-0.0876794368070071,-0.08624272929858119,-0.18214317035698227,0.1245457361090796,0.0876794368070071,0.08854847625411316,0.18214317035698227,0.32109964485604847,2.164611364082293,0.11475284003684368,0.04027192936231719,1.143995570882511,0.04027192936231719,0.0402719293623172,1.143995570882511,0.22222997000979866,0.08854847625411316,0.0876794368070071,3.803451094381601e+18,0.14014430457476204,0.06754682222904512,0.09871814553269878,0.693590727663494,0.5233343393160617
Adult Dataset,RandomForestClassifier,['sex'],No Bias Mitigation,{},0.8460316241940437,0.7003967014335662,0.6209514236786307,0.6581374204922521,0.21172858458704327,0.0870865785665587,0.27317292290559897,0.9233931297579895,0.8079183202106694,-0.08439913848421685,-0.084090665864636,-0.1860863443390402,0.1154748095473199,0.08439913848421685,0.08580225500212114,0.1860863443390402,0.31909263196884025,2.151424677083076,0.10261743936137546,0.04114274217624745,1.1450495056908139,0.04114274217624745,0.04114274217624746,1.1450495056908139,0.2280058572971056,0.08580225500212114,0.08439913848421682,3.803451094381601e+18,0.14831132944427386,0.0634172551427694,0.09055112066318696,0.6977202947497698,0.561030246795457
Adult Dataset,RandomForestClassifier,['sex'],Reweighing Bias Mitigation,{},0.8459702179920171,0.7038115001083004,0.6129821375732798,0.6551412717772122,0.20798280626343257,0.09176695476953586,0.2652588620725485,0.9215783344453383,0.8087130724835678,-0.06675461907825189,-0.05868622682160597,-0.17349190730301262,0.11286526196177056,0.06675461907825189,0.06582307332928783,0.17349190730301262,0.34635547113448745,1.9034142821341313,0.11959625422167634,0.03835489683352704,1.0630914154381108,0.03835489683352704,0.038354896833527045,1.0630914154381108,0.21202646649218013,0.06582307332928783,0.06675461907825189,3.803451094381601e+18,0.1464077371814553,0.061575069081977275,0.09245471292600552,0.6995624808105619,0.5588720585499234
Compas Dataset,RandomForestClassifier,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6330319888734353,0.6550084139911492,0.7047065561154271,0.6785331015411178,0.5921070931849791,0.6290109451479065,0.583148397921861,0.646436345210155,0.6298705268028467,0.019046903045151723,0.013485613280112338,0.045862547226045366,0.01656581840730835,0.04282452537828894,0.049149910706969266,0.05307309078981213,1.0797959672118882,0.08202820693608713,0.25166898470097354,0.00826774166716635,0.08677319504683462,0.00826774166716635,0.00826774166716634,0.08677319504683462,0.13918957989526531,0.049149910706969266,0.04282452537828893,4.5462229956650163e+18,0.3876912378303199,0.20441585535465925,0.16255215577190543,0.24534075104311545,0.2535773263212079
Compas Dataset,RandomForestClassifier,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}""}",0.6359179415855355,0.6585784769185998,0.7039470685389083,0.6800387689153907,0.5883866481223923,0.6296749759740755,0.5784960050620331,0.6525170961647153,0.6318907863838465,0.02194913698929355,0.020620655172315608,0.051178970912042245,0.020626309780868865,0.03515005500524887,0.04274107088459974,0.05400766997313724,1.0888519856387615,0.08319003425574348,0.23664812239221136,0.008394588760080519,0.08823358527309813,0.008394588760080519,0.008394588760080512,0.08823358527309813,0.1410891282675298,0.04274107088459974,0.03515005500524886,4.5462229956650163e+18,0.3872739916550765,0.20111265646731571,0.16296940194714882,0.248643949930459,0.2599775688157778
Compas Dataset,RandomForestClassifier,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Pos Y vec loss: {'weight': 1200000}""}",0.6323713490959666,0.6562028804284548,0.6979010989023396,0.6760009438296004,0.5853963838664813,0.6183621227029753,0.5774242784169725,0.6437679484825841,0.6296485715509931,0.014132622641253426,0.008155142391558528,0.04093784428600274,0.014119376931590977,0.03310613763246525,0.038178343474717935,0.04609463880252851,1.0721309201205644,0.0728972200363529,0.230250347705146,0.00720049481488929,0.07668421928618442,0.00720049481488929,0.007200494814889283,0.07668421928618442,0.11695773002439706,0.038178343474717935,0.033106137632465255,4.5462229956650163e+18,0.3840055632823366,0.20139082058414465,0.16623783031988873,0.24836578581363003,0.2528409167844758
Compas Dataset,RandomForestClassifier,['sex'],FYP VAE,"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [7]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.6319193324061196,0.6558167858927351,0.697262359738183,0.6755173061714309,0.5851529902642559,0.6087641386053083,0.5795146029063365,0.6509539331795868,0.6275148074285098,-0.0007372364202317576,0.007319567439408527,0.02924953569897178,0.023439125751076904,0.038310882125068384,0.04052900111034746,0.044991298208430064,1.052565017561007,0.0725614831446312,0.26237830319888733,0.0069984969852657924,0.07536164047380901,0.0069984969852657924,0.006998496985265781,0.07536164047380901,0.11266167554922868,0.04052900111034746,0.03831088212506837,4.5462229956650163e+18,0.38365785813630043,0.2014951321279555,0.1665855354659249,0.2482614742698192,0.2519811011198783
